timestamp,device,period
2018-10-05,Galaxy S series (S9,monthly
2018-10-05,S9+,monthly
2018-10-05,S8,monthly
2018-10-05,S8+,monthly
2018-10-05,S8 Active,monthly
2018-10-05,S7,monthly
2018-10-05,S7 edge,monthly
2018-10-05,S7 Active),monthly
2018-10-05,Galaxy Note series (Note 9,monthly
2018-10-05,Note 8),monthly
2018-10-05,Galaxy A series (A5 (2016),monthly
2018-10-05,A5 (2017),monthly
2018-10-05,A8 (2018)),monthly
2018-10-05,Galaxy S series (S9,quarterly
2018-10-05,S9+,quarterly
2018-10-05,S8,quarterly
2018-10-05,S8+,quarterly
2018-10-05,S8 Active,quarterly
2018-10-05,S7,quarterly
2018-10-05,S7 edge,quarterly
2018-10-05,S7 Active),quarterly
2018-10-05,Galaxy Note series (Note 9,quarterly
2018-10-05,Note 8),quarterly
2018-10-05,Galaxy A series (A5 (2016),quarterly
2018-10-05,A5 (2017),quarterly
2018-10-05,A8 (2018)),quarterly
