timestamp,device,period
2021-02-25,Galaxy Fold,monthly
2021-02-25,Galaxy Fold 5G,monthly
2021-02-25,Galaxy Z Fold2,monthly
2021-02-25,Galaxy Z Fold2 5G,monthly
2021-02-25,Galaxy Z Flip,monthly
2021-02-25,Galaxy Z Flip 5G,monthly
2021-02-25,Galaxy S9,monthly
2021-02-25,Galaxy S9+,monthly
2021-02-25,Galaxy S10,monthly
2021-02-25,Galaxy S10+,monthly
2021-02-25,Galaxy S10e,monthly
2021-02-25,Galaxy S10 5G,monthly
2021-02-25,Galaxy S10 Lite,monthly
2021-02-25,Galaxy S20,monthly
2021-02-25,Galaxy S20 5G,monthly
2021-02-25,Galaxy S20+,monthly
2021-02-25,Galaxy S20+ 5G,monthly
2021-02-25,Galaxy S20 Ultra,monthly
2021-02-25,Galaxy S20 Ultra 5G,monthly
2021-02-25,Galaxy S20 FE,monthly
2021-02-25,Galaxy S20 FE 5G,monthly
2021-02-25,Galaxy S21 5G,monthly
2021-02-25,Galaxy S21+ 5G,monthly
2021-02-25,Galaxy S21 Ultra 5G,monthly
2021-02-25,Galaxy Note9,monthly
2021-02-25,Galaxy Note10,monthly
2021-02-25,Galaxy Note10 5G,monthly
2021-02-25,Galaxy Note10+,monthly
2021-02-25,Galaxy Note10+ 5G,monthly
2021-02-25,Galaxy Note10 Lite,monthly
2021-02-25,Galaxy Note20,monthly
2021-02-25,Galaxy Note20 5G,monthly
2021-02-25,Galaxy Note20 Ultra,monthly
2021-02-25,Galaxy Note20 Ultra 5G,monthly
2021-02-25,Enterprise Models: Galaxy A50,monthly
2021-02-25,Galaxy XCover4s,monthly
2021-02-25,Galaxy Xcover FieldPro,monthly
2021-02-25,Galaxy Xcover Pro,monthly
2021-02-25,Galaxy S8,quarterly
2021-02-25,Galaxy S8+,quarterly
2021-02-25,Galaxy S8 Active,quarterly
2021-02-25,Galaxy Note8,quarterly
2021-02-25,Galaxy A2 Core,quarterly
2021-02-25,Galaxy A10,quarterly
2021-02-25,Galaxy A10e,quarterly
2021-02-25,Galaxy A10s,quarterly
2021-02-25,Galaxy A20,quarterly
2021-02-25,Galaxy A20e,quarterly
2021-02-25,Galaxy A20s,quarterly
2021-02-25,Galaxy A30,quarterly
2021-02-25,Galaxy A30s,quarterly
2021-02-25,Galaxy A40,quarterly
2021-02-25,Galaxy A50s,quarterly
2021-02-25,Galaxy A60,quarterly
2021-02-25,Galaxy A70,quarterly
2021-02-25,Galaxy A70s,quarterly
2021-02-25,Galaxy A80,quarterly
2021-02-25,Galaxy A90 5G,quarterly
2021-02-25,Galaxy A01,quarterly
2021-02-25,Galaxy A01 Core,quarterly
2021-02-25,Galaxy A11,quarterly
2021-02-25,Galaxy A21,quarterly
2021-02-25,Galaxy A21s,quarterly
2021-02-25,Galaxy A31,quarterly
2021-02-25,Galaxy A41,quarterly
2021-02-25,Galaxy A51,quarterly
2021-02-25,Galaxy A51 5G,quarterly
2021-02-25,Galaxy A71,quarterly
2021-02-25,Galaxy A71 5G,quarterly
2021-02-25,Galaxy A02,quarterly
2021-02-25,Galaxy A02s,quarterly
2021-02-25,Galaxy A12,quarterly
2021-02-25,Galaxy A42 5G,quarterly
2021-02-25,Galaxy M10,quarterly
2021-02-25,Galaxy M10s,quarterly
2021-02-25,Galaxy M20,quarterly
2021-02-25,Galaxy M30,quarterly
2021-02-25,Galaxy M30s,quarterly
2021-02-25,Galaxy M40,quarterly
2021-02-25,Galaxy M01,quarterly
2021-02-25,Galaxy M11,quarterly
2021-02-25,Galaxy M21,quarterly
2021-02-25,Galaxy M31,quarterly
2021-02-25,Galaxy M31s,quarterly
2021-02-25,Galaxy M51,quarterly
2021-02-25,Galaxy M12,quarterly
2021-02-25,Galaxy Tab A 10.1 (2019),quarterly
2021-02-25,Galaxy Tab A 8 (2019),quarterly
2021-02-25,Galaxy Tab A with S pen,quarterly
2021-02-25,Galaxy Tab A 8.4 (2020),quarterly
2021-02-25,Galaxy Tab A7,quarterly
2021-02-25,Galaxy Tab Active2,quarterly
2021-02-25,Galaxy Tab Active Pro,quarterly
2021-02-25,Galaxy Tab Active3,quarterly
2021-02-25,Galaxy Tab S5e,quarterly
2021-02-25,Galaxy Tab S6,quarterly
2021-02-25,Galaxy Tab S6 5G,quarterly
2021-02-25,Galaxy Tab S6 Lite,quarterly
2021-02-25,Galaxy Tab S7,quarterly
2021-02-25,Galaxy Tab S7+,quarterly
2021-02-25,Galaxy View2,quarterly
2021-02-25,W20 5G,quarterly
2021-02-25,W21 5G,quarterly
2021-02-25,Enterprise Models: Galaxy A8 (2018),quarterly
