timestamp,device,period
2020-11-04,Galaxy Fold,monthly
2020-11-04,Galaxy Z Fold2,monthly
2020-11-04,Galaxy Z Fold2 5G,monthly
2020-11-04,Galaxy Z Flip,monthly
2020-11-04,Galaxy Z Flip 5G,monthly
2020-11-04,Galaxy S9,monthly
2020-11-04,Galaxy S9+,monthly
2020-11-04,Galaxy S10,monthly
2020-11-04,Galaxy S10+,monthly
2020-11-04,Galaxy S10e,monthly
2020-11-04,Galaxy S10 5G,monthly
2020-11-04,Galaxy S10 Lite,monthly
2020-11-04,Galaxy S20,monthly
2020-11-04,Galaxy S20 5G,monthly
2020-11-04,Galaxy S20+,monthly
2020-11-04,Galaxy S20+ 5G,monthly
2020-11-04,Galaxy S20 Ultra,monthly
2020-11-04,Galaxy S20 Ultra 5G,monthly
2020-11-04,Galaxy S20 FE,monthly
2020-11-04,Galaxy S20 FE 5G,monthly
2020-11-04,Galaxy Note9,monthly
2020-11-04,Galaxy Note10,monthly
2020-11-04,Galaxy Note10 5G,monthly
2020-11-04,Galaxy Note10+,monthly
2020-11-04,Galaxy Note10+ 5G,monthly
2020-11-04,Galaxy Note10 Lite,monthly
2020-11-04,Galaxy Note20,monthly
2020-11-04,Galaxy Note20 5G,monthly
2020-11-04,Galaxy Note20 Ultra,monthly
2020-11-04,Galaxy Note20 Ultra 5G,monthly
2020-11-04,Enterprise Models: Galaxy A8 (2018),monthly
2020-11-04,Galaxy A50,monthly
2020-11-04,Galaxy XCover4s,monthly
2020-11-04,Galaxy XCover FieldPro,monthly
2020-11-04,Galaxy XCover Pro,monthly
2020-11-04,Galaxy Fold,quarterly
2020-11-04,Galaxy Z Fold2,quarterly
2020-11-04,Galaxy Z Fold2 5G,quarterly
2020-11-04,Galaxy Z Flip,quarterly
2020-11-04,Galaxy Z Flip 5G,quarterly
2020-11-04,Galaxy S9,quarterly
2020-11-04,Galaxy S9+,quarterly
2020-11-04,Galaxy S10,quarterly
2020-11-04,Galaxy S10+,quarterly
2020-11-04,Galaxy S10e,quarterly
2020-11-04,Galaxy S10 5G,quarterly
2020-11-04,Galaxy S10 Lite,quarterly
2020-11-04,Galaxy S20,quarterly
2020-11-04,Galaxy S20 5G,quarterly
2020-11-04,Galaxy S20+,quarterly
2020-11-04,Galaxy S20+ 5G,quarterly
2020-11-04,Galaxy S20 Ultra,quarterly
2020-11-04,Galaxy S20 Ultra 5G,quarterly
2020-11-04,Galaxy S20 FE,quarterly
2020-11-04,Galaxy S20 FE 5G,quarterly
2020-11-04,Galaxy Note9,quarterly
2020-11-04,Galaxy Note10,quarterly
2020-11-04,Galaxy Note10 5G,quarterly
2020-11-04,Galaxy Note10+,quarterly
2020-11-04,Galaxy Note10+ 5G,quarterly
2020-11-04,Galaxy Note10 Lite,quarterly
2020-11-04,Galaxy Note20,quarterly
2020-11-04,Galaxy Note20 5G,quarterly
2020-11-04,Galaxy Note20 Ultra,quarterly
2020-11-04,Galaxy Note20 Ultra 5G,quarterly
2020-11-04,Enterprise Models: Galaxy A8 (2018),quarterly
2020-11-04,Galaxy A50,quarterly
2020-11-04,Galaxy XCover4s,quarterly
2020-11-04,Galaxy XCover FieldPro,quarterly
2020-11-04,Galaxy XCover Pro,quarterly
