timestamp,device,period
2020-05-26,Galaxy Fold,monthly
2020-05-26,Galaxy Z Flip,monthly
2020-05-26,Galaxy S8 Active,monthly
2020-05-26,Galaxy S9,monthly
2020-05-26,Galaxy S9+,monthly
2020-05-26,Galaxy S10,monthly
2020-05-26,Galaxy S10+,monthly
2020-05-26,Galaxy S10e,monthly
2020-05-26,Galaxy S10 5G,monthly
2020-05-26,Galaxy S10 Lite,monthly
2020-05-26,Galaxy S20,monthly
2020-05-26,Galaxy S20 5G,monthly
2020-05-26,Galaxy S20+,monthly
2020-05-26,Galaxy S20+ 5G,monthly
2020-05-26,Galaxy S20 Ultra,monthly
2020-05-26,Galaxy S20 Ultra 5G,monthly
2020-05-26,Galaxy Note8,monthly
2020-05-26,Galaxy Note9,monthly
2020-05-26,Galaxy Note10,monthly
2020-05-26,Galaxy Note10 5G,monthly
2020-05-26,Galaxy Note10+,monthly
2020-05-26,Galaxy Note10+ 5G,monthly
2020-05-26,Galaxy Note10 Lite,monthly
2020-05-26,Enterprise Models: Galaxy A8 (2018),monthly
2020-05-26,Galaxy A50,monthly
2020-05-26,Galaxy XCover4s,monthly
2020-05-26,Galaxy XCover FieldPro,monthly
2020-05-26,Galaxy XCover Pro,monthly
2020-05-26,Galaxy Fold,quarterly
2020-05-26,Galaxy Z Flip,quarterly
2020-05-26,Galaxy S8 Active,quarterly
2020-05-26,Galaxy S9,quarterly
2020-05-26,Galaxy S9+,quarterly
2020-05-26,Galaxy S10,quarterly
2020-05-26,Galaxy S10+,quarterly
2020-05-26,Galaxy S10e,quarterly
2020-05-26,Galaxy S10 5G,quarterly
2020-05-26,Galaxy S10 Lite,quarterly
2020-05-26,Galaxy S20,quarterly
2020-05-26,Galaxy S20 5G,quarterly
2020-05-26,Galaxy S20+,quarterly
2020-05-26,Galaxy S20+ 5G,quarterly
2020-05-26,Galaxy S20 Ultra,quarterly
2020-05-26,Galaxy S20 Ultra 5G,quarterly
2020-05-26,Galaxy Note8,quarterly
2020-05-26,Galaxy Note9,quarterly
2020-05-26,Galaxy Note10,quarterly
2020-05-26,Galaxy Note10 5G,quarterly
2020-05-26,Galaxy Note10+,quarterly
2020-05-26,Galaxy Note10+ 5G,quarterly
2020-05-26,Galaxy Note10 Lite,quarterly
2020-05-26,Enterprise Models: Galaxy A8 (2018),quarterly
2020-05-26,Galaxy A50,quarterly
2020-05-26,Galaxy XCover4s,quarterly
2020-05-26,Galaxy XCover FieldPro,quarterly
2020-05-26,Galaxy XCover Pro,quarterly
